Age,Monthly Income (INR),Risk Appetite,Time Horizon (Years),Investment Goal,Recommended SIP Funds,score,Predicted Score,Cluster
47,98331,1,6,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",29510.2,29573.736857804553,1
45,115784,0,11,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",34746.7,34801.372284433484,0
23,134892,2,15,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",40475.9,40278.48911737645,2
21,106946,1,18,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",32092.0,32082.421241486878,0
59,95831,0,6,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",28762.399999999998,28779.810305113522,1
24,75706,2,12,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22719.5,22625.570176488232,2
41,127959,0,9,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",38397.899999999994,38400.90314303592,0
36,28502,2,14,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",8561.1,8574.241874450048,2
50,63745,0,17,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19137.0,19072.90479177648,1
33,140372,2,15,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",42121.9,42065.0070577448,2
39,80062,2,6,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24028.1,24055.922334170853,2
59,92620,2,5,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",27799.3,27781.197237807497,2
29,73569,0,5,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",22077.7,22120.313110619,0
52,136400,1,5,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",40931.799999999996,40784.99961639162,0
22,24722,0,3,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",7421.599999999999,7461.061658175654,1
24,34666,1,9,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",10406.899999999998,10469.609501369177,0
27,116856,0,1,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",35062.49999999999,35061.47212232073,1
50,45970,1,7,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",13802.7,13869.559854295725,1
23,55513,0,10,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16660.499999999996,16726.14203317337,1
40,65722,1,1,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19725.1,19673.704982719246,1
50,60914,2,5,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",18285.9,18304.797228794858,2
60,124032,2,10,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37224.0,37248.99654923814,2
38,24234,2,9,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",7280.3,7205.729666053183,2
37,48573,1,10,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",14581.5,14662.800363796638,1
38,84571,0,7,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25380.3,25277.70278047879,1
32,129389,1,3,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38824.09999999999,38836.13367925939,0
56,77765,0,16,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23344.2,23360.514563732155,0
40,42331,2,14,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12710.599999999999,12789.781836580905,2
49,133484,2,17,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",40058.9,40078.066340506826,2
38,31371,1,6,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9420.6,9365.307895689444,0
58,104321,2,8,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31309.999999999996,31318.280927039978,2
32,28064,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",8426.699999999999,8415.871950877066,2
55,66364,0,12,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19922.9,19942.745988226805,0
37,94182,0,13,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",28264.6,28278.710862688524,1
38,142116,2,2,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",42643.5,42678.91885384385,2
39,48634,1,13,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",14600.8,14665.12880120278,1
34,145205,2,9,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",43570.600000000006,43549.051160507166,2
59,23190,1,14,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6971.900000000001,7060.23093768248,1
25,113583,1,6,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34081.399999999994,34068.508466318286,1
55,41128,0,2,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",12350.0,12315.272611234712,0
47,106780,0,18,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",32047.0,32078.67444103041,1
42,29762,2,20,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",8941.6,8903.37897067329,2
26,20332,0,12,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6107.399999999999,6276.470124740933,0
35,85868,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",25770.3,25753.270479211067,0
25,36517,2,7,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",10962.1,11003.585706512147,2
54,104683,0,7,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",31417.399999999998,31378.57000261649,0
41,71193,0,3,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",21366.999999999996,21359.704192793335,0
33,114008,2,1,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",34209.799999999996,34198.139219163284,2
41,145067,0,19,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",43532.1,43579.74884953911,1
38,31683,0,12,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9514.9,9566.622815430224,1
33,148141,2,4,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44450.1,44652.99597478045,2
38,47187,2,18,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",14167.7,14204.83874430314,2
26,21921,1,11,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6583.9,6418.01669874637,1
33,86177,0,16,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25863.1,25869.112513306758,0
54,98206,0,16,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29476.0,29448.397671149505,0
50,127961,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",38399.399999999994,38408.463088320095,2
22,95099,0,12,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",28536.500000000004,28452.096049367916,1
21,127948,2,18,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",38392.799999999996,38377.550404637776,2
41,81153,2,18,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24358.199999999997,24342.2349987353,2
29,86446,1,7,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",25941.2,25942.05121794923,1
21,104007,2,8,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31208.6,31221.44523866646,2
48,45449,2,4,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",13645.599999999999,13717.426136493345,2
29,68066,1,13,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20428.6,20454.955984090222,0
41,146034,1,17,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",43822.299999999996,43847.65759092534,0
29,140235,2,20,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",42081.00000000001,42007.34147576821,2
29,58406,0,1,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",17528.1,17508.496927657543,0
41,91285,0,19,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",27397.6,27338.861335139893,1
53,80241,2,9,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24085.3,24059.31107726224,2
29,51597,1,8,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15486.999999999998,15434.898182251003,0
26,106255,2,4,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31882.9,31879.53527987834,2
47,133318,1,1,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",40005.5,40029.64822720832,0
24,85332,1,2,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",25605.3,25488.461471163017,0
51,117417,0,14,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",35238.2,35225.61780366549,1
46,106475,2,10,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31954.2,31972.811496230184,2
43,72965,2,10,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",21900.7,21850.30429306234,2
20,63555,1,1,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19070.9,19055.898091736337,1
60,133254,1,15,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",39991.49999999999,39950.457007919475,1
43,36086,0,15,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",10837.699999999999,10850.289905324149,0
44,56995,2,4,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17108.7,17136.695295775902,2
21,83418,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25031.899999999998,25045.644283694575,0
26,62484,0,9,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",18752.5,18738.37573513436,0
48,124331,0,11,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",37311.19999999999,37358.16249062339,1
44,45114,1,18,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",13547.0,13492.902868313267,0
47,106977,1,13,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",32105.3,32100.74937890616,1
48,99688,0,14,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29918.799999999996,29870.06803506396,1
56,94182,2,1,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28266.5,28262.210415889418,2
22,119036,1,3,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35716.09999999999,35711.80702901312,1
26,57880,0,2,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",17369.800000000003,17353.53782759062,0
51,38960,0,15,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",11701.2,11726.947335816021,1
45,124970,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",37503.2,37497.37026299149,1
55,39568,2,2,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",11882.199999999999,12008.78644378884,2
35,57678,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17314.699999999997,17316.42514639956,2
48,116933,0,2,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",35089.9,35104.910803998464,1
34,116717,0,13,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",35024.8,34997.48489298926,0
30,103003,0,10,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30909.1,30987.587491256116,0
45,76264,1,13,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22891.3,22875.40134412013,0
37,23616,2,20,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",7096.799999999999,7055.224108631264,2
60,114893,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",34483.1,34471.75310149938,1
45,120427,0,9,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36138.9,36127.19460929307,1
20,92951,0,1,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",27889.7,27937.243234337566,0
25,119619,2,15,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",35894.2,35971.92111859035,2
20,43599,1,14,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",13086.9,13018.809840626158,0
31,36483,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",10952.2,10978.454440119107,2
45,117021,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",35116.6,35080.11662078535,2
27,23244,0,17,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6982.299999999999,7019.842061505522,0
32,138139,0,7,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",41449.8,41443.897472071694,0
59,82048,2,20,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24630.6,24595.486926435515,2
58,63847,0,17,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19169.399999999998,19188.042639366857,0
53,59502,2,17,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17865.1,17934.993296491564,2
49,44467,2,19,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",13354.399999999998,13291.535596291349,2
38,78987,1,9,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",23705.899999999998,23707.107707304836,0
40,129814,1,9,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38954.399999999994,38929.28388726571,0
37,52730,1,5,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15827.6,15800.400648331984,1
21,95577,0,10,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",28679.5,28683.678010722764,0
20,75313,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22598.999999999996,22620.6692951066,2
45,71866,0,8,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",21570.699999999997,21549.929934874508,0
56,104112,0,7,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",31246.2,31242.5391996932,1
30,68821,1,8,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20654.399999999998,20604.83046349942,0
44,117402,0,12,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",35232.100000000006,35210.913726013365,0
47,50153,0,7,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",15056.8,15045.851216591427,1
31,80390,1,12,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24126.000000000004,24055.052899900205,0
24,113666,1,1,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34105.19999999999,34047.49279715189,0
22,56248,2,8,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",16881.1,16891.37281891903,2
21,81283,2,12,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24391.9,24437.451906946117,2
44,105749,0,7,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",31735.1,31777.31704808376,0
28,75277,0,3,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",22589.299999999996,22620.21770956618,1
22,122131,1,2,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",36644.49999999999,36591.41702072646,0
40,111872,1,20,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33573.799999999996,33585.61293318078,1
55,125419,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37637.799999999996,37639.33143668957,2
30,31189,0,4,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9363.499999999998,9360.93708583877,1
35,20166,0,11,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6059.1,6201.4321350173805,1
54,31574,0,4,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9483.899999999998,9486.876414884675,1
28,117882,1,11,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35372.59999999999,35410.97295392451,1
20,95002,1,19,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28508.699999999997,28487.597030771576,1
35,81990,1,10,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24606.5,24579.457310744918,0
35,76358,0,4,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",22915.299999999996,22864.166661931078,1
32,85881,0,17,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25774.300000000003,25753.023180547574,0
37,137160,0,12,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",41157.8,41139.52587942774,1
28,66697,2,19,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20019.199999999997,20076.742965938607,2
56,26877,2,6,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",8075.899999999999,8054.967905291397,2
51,79098,1,19,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",23743.8,23782.55612877686,0
60,116399,1,13,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34934.69999999999,34989.65374020366,0
31,69900,0,4,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",20977.2,20941.867781532106,0
49,114768,1,15,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34443.5,34456.62411699723,1
47,68444,1,13,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20545.5,20611.263551667078,1
57,69711,1,12,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20927.300000000003,20943.386899675155,1
51,139465,1,6,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41851.09999999999,41864.26177519602,1
42,60117,2,15,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",18047.2,18138.223742141174,2
39,95093,1,15,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28539.199999999997,28473.114264290507,0
22,98210,2,8,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29469.4,29441.47602417006,2
27,34247,0,18,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",10283.2,10268.3898202621,1
