AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk,score,Predicted Score,Cluster
quant mutual fund,Quant Focused-G,5,5,5.69%,95.71,43.68,21.85,Rs.1000.0,Sanjeev Sharma,1145.27,Equity,Moderately High ,31.212000000000003,31.168349764252348,1
quant mutual fund,Quant Absolute-G,5,5,2.56%,442.13,33.07,18.36,Rs.1000.0,Sanjeev Sharma,2300.31,Hybrid,Moderate ,25.572000000000003,25.4987406571792,1
quant mutual fund,Quant Liquid-G,5,2,0.56%,39.15,6.98,5.85,Rs.1000.0,Sanjeev Sharma,2486.01,Debt,Moderate,7.132,7.120408528447295,2
quant mutual fund,Quant Small Cap-G,5,5,5.08%,282.99,54.5,30.86,Rs.1000.0,Sanjeev Sharma,25534.99,Equity,Very High ,39.144000000000005,39.23001008918083,1
quant mutual fund,Quant Multi Asset-G,3,5,7.55%,140.8,47.9,24.84,Rs.1000.0,Sanjeev Sharma,2725.26,Hybrid,High,34.096000000000004,34.258562066460726,1
quant mutual fund,Quant Large and Mid Cap-G,5,5,2.22%,129.58,51.81,27.1,Rs.1000.0,Sanjeev Sharma,3706.81,Equity,High ,36.56400000000001,37.05897385851382,1
quant mutual fund,Quant Mid Cap-G,5,5,2.72%,246.75,50.02,30.17,Rs.1000.0,Sanjeev Sharma,9367.38,Equity,High ,37.07600000000001,38.019618945309894,1
icici prudential mutual fund,ICICI Pru Focused Equity-G,4,4,5.44%,90.34,47.54,23.53,Rs.100.0,Sankaran Naren,10093.43,Equity,Moderately High ,32.428000000000004,32.844978220712676,1
icici prudential mutual fund,ICICI Pru Bharat Consumption-G,0,5,6.65%,27.09,41.98,24.8,Rs.100.0,Sankaran Naren,2736.67,Equity,High ,31.712,31.854690657918482,1
icici prudential mutual fund,ICICI Pru Equity & Debt-G,5,5,3.42%,381.58,35.12,23.06,Rs.100.0,Sankaran Naren,40095.35,Hybrid,Moderate ,28.272,28.570272759760854,1
icici prudential mutual fund,ICICI Pru Multi Asset-G,4,4,3.14%,715.74,30.24,22.27,Rs.100.0,Sankaran Naren,48201.26,Hybrid,Moderate ,25.003999999999998,25.555319221939115,1
icici prudential mutual fund,ICICI Pru Value Discovery-G,4,5,4.09%,468.41,42.98,26.19,Rs.100.0,Sankaran Naren,50154.17,Equity,High ,32.668,32.31144902475871,1
icici prudential mutual fund,ICICI Pru Balanced Advantage-G,4,4,2.55%,70.89,22.41,13.87,Rs.100.0,Sankaran Naren,61103.4,Hybrid,Very High,18.512,18.429846413938368,0
icici prudential mutual fund,ICICI Pru Passive Strategy (FOF)-G,3,4,5.44%,163.46,35.72,18.52,Rs.1000.0,Sankaran Naren,187.63,Other,Very High,25.696,25.798296992993556,1
icici prudential mutual fund,ICICI Pru Asset Allocator (FOF)-G,3,4,2.36%,113.82,21.55,13.88,Rs.1000.0,Sankaran Naren,22631.1,Other,High,18.172,18.078092718417683,0
franklin templeton mutual fund,Franklin India Corporate Debt A-G,4,3,0.65%,92.22,7.22,5.22,Rs.500.0,Santosh Kamath,799.52,Debt,Moderate,7.976000000000001,7.982283024864408,0
franklin templeton mutual fund,Franklin India Corporate Debt A-G Plan B,0,3,0.65%,92.22,7.22,5.22,Rs.500.0,Santosh Kamath,799.52,Debt,Moderate,7.976000000000001,7.982283024864408,0
motilal oswal mutual fund,Motilal Oswal Balance Advantage Reg-G,2,1,8.72%,23.23,23.53,14.37,Rs.500.0,Santosh Singh,1315.31,Hybrid,Very High,16.16,16.533119291939336,2
jm financial mutual fund,JM Value-G,5,4,4.79%,110.48,57.23,29.9,Rs.100.0,Satish Ramanathan,1054.44,Equity,High ,38.852000000000004,39.71838232879128,1
jm financial mutual fund,JM Large Cap-G,4,5,3.02%,166.22,41.67,19.91,Rs.100.0,Satish Ramanathan,392.57,Equity,Moderate ,29.632000000000005,29.719654759158797,1
jm financial mutual fund,JM Flexicap-G,0,5,3.87%,108.35,58.11,28.46,Rs.100.0,Satish Ramanathan,4228.3,Equity,Moderate ,39.628,42.34615647293563,1
aditya birla sun life mutual fund,Aditya Birla SL Regular Savings Reg-G,4,3,1.93%,63.16,12.58,8.33,Rs.100.0,Satyabrata Mohanty,1396.88,Hybrid,Moderately High,11.364,11.453128224006651,0
aditya birla sun life mutual fund,Aditya Birla SL Regular Savings Reg-G Monthly,4,3,1.93%,63.16,12.58,8.33,Rs.100.0,Satyabrata Mohanty,1396.88,Hybrid,Moderately High,11.364,11.453128224006651,0
aditya birla sun life mutual fund,Aditya Birla SL Equity Advantage Reg-G,2,1,5.89%,941.69,33.97,11.62,Rs.100.0,Satyabrata Mohanty,6297.7,Equity,Very High,19.236,19.285245488422092,2
aditya birla sun life mutual fund,Aditya Birla SL Equity Hybrid 95 Reg-G,2,2,4.90%,1528.92,29.02,12.3,Rs.100.0,Satyabrata Mohanty,7983.34,Hybrid,Very High,18.528000000000002,18.65096691296716,2
sbi mutual fund,SBI Conservative Hybrid-G,5,5,1.95%,69.99,14.88,10.55,Rs.500.0,Saurabh Pant,10006.83,Hybrid,High,15.172,14.918087753190598,0
sbi mutual fund,SBI Large & Midcap-G,3,4,5.01%,621.23,34.6,20.82,Rs.500.0,Saurabh Pant,28172.46,Equity,High ,26.168000000000003,26.165844532552683,1
sbi mutual fund,SBI Consumption Opportunities-G,0,4,8.01%,350.91,44.59,28.82,Rs.500.0,Saurabh Pant,2853.9,Equity,High ,33.364000000000004,33.49862732183898,1
jm financial mutual fund,JM Overnight Reg-G,0,3,0.53%,1248.23,6.67,5.59,Rs.100.0,Shalini Tibrewala,200.81,Debt,Low,7.904,7.900350615227284,0
jm financial mutual fund,JM Liquid-G,4,3,0.57%,67.5,7.26,5.96,Rs.100.0,Shalini Tibrewala,2058.18,Debt,Low to Moderate,8.288,8.2880321644706,0
jm financial mutual fund,JM Medium to Long Duration-G,1,2,1.06%,58.38,8.38,4.69,Rs.100.0,Shalini Tibrewala,24.54,Debt,Moderate,7.228000000000001,7.127402648176744,2
jm financial mutual fund,JMLow Duration-G,4,4,0.58%,34.91,7.08,5.54,Rs.100.0,Shalini Tibrewala,245.58,Debt,Low to Moderate,9.048,9.064643973892348,0
jm financial mutual fund,JM Dynamic Bond-G,3,3,1.07%,39.06,8.38,5.74,Rs.100.0,Shalini Tibrewala,43.53,Debt,Moderate,8.648000000000001,8.689284602387529,0
uti mutual fund,UTI Nifty 50 Index Reg-G,2,3,5.08%,172.8,27.27,14.39,Rs.500.0,Sharwan Kumar Goyal,19848.18,Other,Very High,19.664,19.669722988996746,2
uti mutual fund,UTI Nifty Next 50 Index Reg-G,0,4,5.33%,26.81,64.89,20.66,Rs.500.0,Sharwan Kumar Goyal,4791.82,Other,Low ,38.220000000000006,38.201134759775506,1
uti mutual fund,UTI Arbitrage Reg-G,5,4,0.54%,33.19,7.73,5.92,Rs.500.0,Sharwan Kumar Goyal,6025.37,Hybrid,Low,9.46,9.492304072521637,0
uti mutual fund,UTI Arbitrage Reg-G Canserve,0,4,0.54%,33.19,7.73,5.92,Rs.500.0,Sharwan Kumar Goyal,6025.37,Hybrid,Low,9.46,9.492304072521637,0
uti mutual fund,UTI Nifty200 Momentum 30 Index Reg-G,0,4,3.37%,24.69,60.73,22.58,Rs.500.0,Sharwan Kumar Goyal,7979.66,Other,Low ,37.324,38.21044610722537,1
kotak mahindra mutual fund,Kotak India EQ Contra Reg-G,4,3,5.99%,156.21,51.34,23.76,Rs.100.0,Shibani Kurian,3928.94,Equity,High ,33.040000000000006,33.106908666146765,1
baroda bnp paribas mutual fund,Baroda BNP Paribas India Consumption Reg-G,0,3,6.29%,34.24,45.16,20.56,Rs.500.0,Shiv Chanani,1519.57,Equity,High ,29.288,29.298688107583576,1
baroda bnp paribas mutual fund,Baroda BNP Paribas Midcap-G,3,3,5.40%,106.23,47.51,22.36,Rs.500.0,Shiv Chanani,2224.88,Equity,High ,30.948,30.432582702771832,1
hdfc mutual fund,HDFC Floating Rate Debt-G,5,4,0.64%,46.82,7.92,6.3,Rs.100.0,Shobhit Mehrotra,15209.67,Debt,Low to Moderate,9.688,9.732734642352076,0
hdfc mutual fund,HDFC Retirement Savings Fund-Hybrid Equity Re,0,4,4.75%,38.99,26.9,16.04,Rs.100.0,Shobhit Mehrotra,1587.24,Other,Moderate ,21.176000000000002,20.94771774488966,1
hdfc mutual fund,HDFC Retirement Savings Fund-Hybrid Debt Reg-,0,4,1.86%,20.96,13.7,8.81,Rs.100.0,Shobhit Mehrotra,161.68,Other,Moderately High,13.004000000000001,12.140965499443938,0
hdfc mutual fund,HDFC Hybrid Debt-G,4,4,1.51%,79.29,15.67,10.73,Rs.100.0,Shobhit Mehrotra,3347.9,Hybrid,Moderately High,14.560000000000002,14.725488120378017,0
hdfc mutual fund,HDFC Medium Term Debt-G,4,3,0.89%,52.89,7.93,5.53,Rs.100.0,Shobhit Mehrotra,4093.1,Debt,Moderate,8.384,8.305366471337894,0
hdfc mutual fund,HDFC Retirement Savings Equity Reg-G,0,5,5.09%,51.89,35.98,22.09,Rs.100.0,Shobhit Mehrotra,6016.24,Other,Moderate ,28.228,28.079586678422253,1
hdfc mutual fund,HDFC Credit Risk Debt Reg-G,4,2,0.87%,22.6,8.07,5.9,Rs.100.0,Shobhit Mehrotra,7669.18,Debt,Moderately High,7.588000000000001,7.548926354155727,2
hdfc mutual fund,HDFC Income-G,3,3,1.08%,54.96,9.13,4.87,Rs.100.0,Shobhit Mehrotra,843.29,Debt,Moderate,8.600000000000001,8.592293034890362,0
axis mutual fund,Axis Flexi Cap Reg-G,0,2,8.16%,27.16,37.8,12.17,Rs.100.0,Shreyash Devalkar,13110.55,Equity,Very High,21.988,21.411761312902065,2
axis mutual fund,Axis Midcap Reg-G,3,2,6.94%,115.69,46.26,18.68,Rs.100.0,Shreyash Devalkar,31321.58,Equity,Very High,27.976000000000003,27.57222630678411,1
axis mutual fund,Axis Bluechip-G,3,1,6.37%,62.11,31.48,9.97,Rs.100.0,Shreyash Devalkar,35451.86,Equity,Very High,17.580000000000002,18.034328490029925,2
canara robeco mutual fund,Canara Robeco Flexi Cap Reg-G,0,3,5.91%,342.21,35.02,14.56,Rs.100.0,Shridatta Bhandwaldar,13510.37,Equity,Very High,22.832000000000004,22.633289664683467,1
canara robeco mutual fund,Canara Robeco Small Cap Reg-G,4,4,6.16%,42.02,42.3,24.41,Rs.1000.0,Shridatta Bhandwaldar,12247.75,Equity,Very High ,30.683999999999997,30.55131641475677,1
canara robeco mutual fund,Canara Robeco Consumer Trends Reg-G,0,3,9.02%,116.57,43.75,20.73,Rs.1000.0,Shridatta Bhandwaldar,1759.96,Equity,High ,28.792,28.871124843861956,1
canara robeco mutual fund,Canara Robeco Emerging Equities Reg-G,3,2,5.99%,260.47,41.06,17.06,Rs.1000.0,Shridatta Bhandwaldar,25038.82,Equity,High ,25.248000000000005,25.166770204561654,2
canara robeco mutual fund,Canara Robeco Focused Equity Reg-G,3,4,8.09%,19.91,38.26,18.33,Rs.1000.0,Shridatta Bhandwaldar,2550.89,Equity,Moderately High ,26.636,26.428254206892387,1
hsbc mutual fund,HSBC Dynamic Bond-G,3,3,1.20%,27.97,9.15,5.38,Rs.1000.0,Shriram Ramanathan,161.95,Debt,Moderate,8.812000000000001,8.778356540043863,0
hsbc mutual fund,HSBC Liquid Reg-G,4,4,0.58%,2464.84,7.33,6.0,Rs.1000.0,Shriram Ramanathan,18418.61,Debt,Low to Moderate,9.332,9.296721882489154,0
hsbc mutual fund,HSBC Gilt-G,2,1,1.26%,63.24,9.13,4.91,Rs.1000.0,Shriram Ramanathan,192.25,Debt,Moderate,6.6160000000000005,6.483991420273159,2
hsbc mutual fund,HSBC Money Market-G,4,3,0.59%,24.86,7.27,5.69,Rs.1000.0,Shriram Ramanathan,2239.63,Debt,Low to Moderate,8.184000000000001,8.20930870402734,0
hsbc mutual fund,HSBC Short Duration Reg-G,3,2,0.71%,24.79,7.49,5.08,Rs.1000.0,Shriram Ramanathan,3783.16,Debt,Moderate,7.0280000000000005,7.032529506551789,2
hsbc mutual fund,HSBCLow Duration-G,4,4,0.57%,26.67,7.25,5.69,Rs.1000.0,Shriram Ramanathan,459.19,Debt,Low to Moderate,9.176,9.092467627290347,0
hsbc mutual fund,HSBC Medium to Long Duration-G,2,1,1.04%,39.94,7.93,4.25,Rs.1000.0,Shriram Ramanathan,47.87,Debt,Moderate,5.872,6.054350424561154,2
hsbc mutual fund,HSBC Corporate Bond-G,4,1,0.83%,68.43,7.78,5.19,Rs.1000.0,Shriram Ramanathan,6176.66,Debt,Moderate,6.188000000000001,6.291405571475754,2
hsbc mutual fund,HSBC Medium Duration Reg-G,3,3,0.83%,19.11,7.99,5.49,Rs.1000.0,Shriram Ramanathan,817.46,Debt,Moderate,8.392000000000001,8.432355934593675,0
hsbc mutual fund,HSBC Credit Risk-G,3,3,0.68%,27.08,6.91,5.78,Rs.500.0,Shriram Ramanathan,573.89,Debt,Moderate,8.076,8.041871051684122,0
hsbc mutual fund,HSBC Aggressive Hybrid-G,3,3,3.71%,56.08,33.13,14.8,Rs.500.0,Shriram Ramanathan,5855.82,Hybrid,Very High,22.172000000000004,21.88509985785685,1
motilal oswal mutual fund,Motilal Oswal Flexi Cap Reg-G,0,3,10.30%,62.06,57.61,19.79,Rs.500.0,Siddharth Bothra,11728.02,Equity,Moderate ,33.96,33.29938062684226,1
motilal oswal mutual fund,Motilal Oswal Focused Reg-G,3,2,11.55%,51.74,39.25,14.66,Rs.500.0,Siddharth Bothra,2142.16,Equity,Very High,23.564,23.644210549785498,2
sbi mutual fund,SBI Magnum Midcap-G,3,4,6.18%,246.86,37.31,23.26,Rs.500.0,Sohini Andani,21516.89,Equity,High ,28.228,28.068537506337133,1
sbi mutual fund,SBI Bluechip-G,4,3,5.52%,92.94,28.21,15.34,Rs.500.0,Sohini Andani,51632.73,Equity,Very High,20.42,19.856700223799702,2
tata mutual fund,Tata India Consumer Reg-G,0,2,8.09%,47.49,46.75,21.39,Rs.100.0,Sonam Udasi,2371.44,Equity,High ,29.256,29.074321890524075,1
tata mutual fund,Tata Equity PE Reg-G,4,3,6.23%,378.59,51.17,25.02,Rs.100.0,Sonam Udasi,9042.95,Equity,Very High,33.476000000000006,33.24951741097949,1
tata mutual fund,Tata BSE Sensex Index Reg,2,2,4.99%,207.16,23.57,13.19,Rs.150.0,Sonam Udasi,371.63,Other,Very High,16.704,16.670175014537325,2
tata mutual fund,Tata Nifty 50 Index Reg,2,3,5.06%,156.85,27.01,14.14,Rs.150.0,Sonam Udasi,893.96,Other,Very High,19.46,19.625538412057992,2
uti mutual fund,UTI Floater Reg-G,2,3,0.54%,1410.47,6.86,5.34,Rs.500.0,Sudhir Agrawal,1361.81,Debt,Low to Moderate,7.880000000000001,7.895118153868237,0
uti mutual fund,UTI Short Duration Reg-G,4,5,0.80%,29.76,7.8,7.32,Rs.500.0,Sudhir Agrawal,2884.39,Debt,Moderate,11.048,11.053091157681417,0
uti mutual fund,UTI Dynamic Bond Reg-G,4,3,1.11%,29.2,8.54,10.99,Rs.500.0,Sudhir Agrawal,456.33,Debt,Moderate,10.812,10.965918208242627,0
uti mutual fund,UTI Gilt Reg-G,4,4,1.19%,59.6,9.36,5.81,Rs.500.0,Sudhir Agrawal,647.48,Debt,Moderate,10.068,10.05416239096655,0
sundaram mutual fund,Sundaram ELSS Tax Saver,3,3,5.34%,515.23,31.14,17.33,Rs.500.0,Sudhir Kedia,1411.24,Equity,Moderate ,22.388,22.40141694823605,1
canara robeco mutual fund,Canara Robeco Overnight Reg-G,0,3,0.53%,1273.33,6.7,5.63,Rs.1000.0,Suman Prasad,121.42,Debt,Low,7.932,7.920139738424899,0
canara robeco mutual fund,Canara Robeco Corporate Bond Reg-G,3,3,0.80%,20.53,7.27,4.95,Rs.1000.0,Suman Prasad,135.76,Debt,Moderate,7.888,8.038740399730647,0
canara robeco mutual fund,Canara Robeco Short Duration Reg-G,3,3,0.68%,23.92,7.03,4.92,Rs.1000.0,Suman Prasad,349.22,Debt,Moderate,7.780000000000001,7.732196516098284,0
canara robeco mutual fund,Canara Robeco Ultra Short Term Reg-G,3,2,0.53%,3596.73,6.6,5.24,Rs.500.0,Suman Prasad,553.81,Debt,Low to Moderate,6.736000000000001,6.745718649196103,2
bandhan mutual fund,Bandhan Conservative Hybrid Reg-G,3,2,2.07%,31.07,13.02,6.13,Rs.100.0,Sumit Agrawal,116.93,Hybrid,Moderately High,9.66,9.734643509214681,2
bandhan mutual fund,Bandhan Focused Equity Reg-G,2,3,9.87%,87.42,43.47,18.04,Rs.100.0,Sumit Agrawal,1743.48,Equity,Moderately High ,27.604000000000003,27.65601487000931,1
aditya birla sun life mutual fund,Aditya Birla SL Liquid Reg-G,5,5,0.58%,398.28,7.34,6.01,Rs.100.0,Sunaina da Cunha,51991.37,Debt,Moderate,10.34,10.397254350458848,0
aditya birla sun life mutual fund,Aditya Birla SL Credit Risk Reg-G,3,3,1.00%,19.6,8.76,7.36,Rs.100.0,Sunaina da Cunha,914.25,Debt,Moderately High,9.448,9.546190008976724,0
aditya birla sun life mutual fund,Aditya Birla SL Savings Reg-G,5,4,0.59%,515.23,7.45,6.1,Rs.1000.0,Sunaina da Cunha,13722.28,Debt,Moderate,9.42,9.364353210252917,0
aditya birla sun life mutual fund,Aditya Birla SL Medium Term Reg-G,5,5,0.93%,35.86,8.42,12.84,Rs.1000.0,Sunaina da Cunha,1892.36,Debt,Moderately High,13.504000000000001,13.788136484251837,0
uti mutual fund,UTI Multi Asset Allocation Reg-G,1,4,3.47%,73.43,39.65,18.62,Rs.500.0,Sunil Patil,3459.61,Hybrid,High,27.308,27.25400173136918,1
navi mutual fund,Navi Liquid-G,5,2,0.56%,26.96,6.9,5.96,Rs.10.0,Surbhi Sharma,70.32,Debt,Moderate,7.144,7.062749723230455,2
nippon india mutual fund,Nippon India Credit Risk-G,3,4,0.70%,32.56,7.92,6.39,Rs.100.0,Sushil Budhia,1027.94,Debt,High,9.724,9.638196596509275,0
bandhan mutual fund,Bandhan Corporate Bond Reg-G,3,3,0.76%,18.01,7.47,5.11,Rs.100.0,Suyash Choudhary,13633.46,Debt,Moderate,8.032,7.993852168283522,0
bandhan mutual fund,Bandhan Banking & PSU Debt Reg-G,4,4,0.70%,23.12,7.39,5.46,Rs.100.0,Suyash Choudhary,13887.95,Debt,Moderate,9.14,9.167241102247846,0
bandhan mutual fund,Bandhan Bond Medium Term Reg-G,3,2,0.83%,43.0,7.76,4.62,Rs.100.0,Suyash Choudhary,1512.8,Debt,Moderate,6.952,6.942805568467743,2
bandhan mutual fund,Bandhan GSF Investment Reg-G,4,3,1.66%,33.88,11.72,6.13,Rs.100.0,Suyash Choudhary,2647.5,Debt,Moderate,10.14,10.062543052330982,0
bandhan mutual fund,Bandhan Dynamic Bond Reg-G,4,2,1.62%,32.72,11.11,5.7,Rs.100.0,Suyash Choudhary,2713.22,Debt,Moderate,8.724,8.658024407447574,2
bandhan mutual fund,Bandhan Floating Rate Reg-G,2,3,0.79%,12.07,7.67,5.65,Rs.100.0,Suyash Choudhary,319.76,Debt,Moderate,8.328000000000001,8.355365086104271,0
bandhan mutual fund,Bandhan Bond Income Reg-G,3,2,1.05%,62.0,8.3,4.52,Rs.100.0,Suyash Choudhary,477.57,Debt,Moderate,7.128,7.086450551193451,2
bandhan mutual fund,Bandhan Bond Short Term Reg-G,4,2,0.77%,53.55,7.94,5.39,Rs.100.0,Suyash Choudhary,8908.66,Debt,Moderate,7.332000000000001,7.351216942807809,2
motilal oswal mutual fund,Motilal Oswal Nifty Midcap 150 Index Reg-G,0,3,5.43%,38.53,46.82,25.69,Rs.500.0,Swapnil P Mayekar,1866.01,Other,Very High,32.004000000000005,32.10114545458183,1
motilal oswal mutual fund,Motilal Oswal Nifty 500 Index Reg-G,0,3,5.37%,26.61,36.14,17.13,Rs.500.0,Swapnil P Mayekar,2018.89,Other,Low ,24.308,24.308015402624985,1
motilal oswal mutual fund,Motilal Oswal Nifty Next 50 Index Reg-G,0,4,5.32%,25.96,64.42,20.44,Rs.500.0,Swapnil P Mayekar,292.41,Other,Low ,37.944,38.12666296716461,1
motilal oswal mutual fund,Motilal Oswal Nifty 50 Index Reg-G,0,2,5.06%,21.28,27.07,14.11,Rs.500.0,Swapnil P Mayekar,572.95,Other,Very High,18.472,18.36160503731597,2
motilal oswal mutual fund,Motilal Oswal Nifty Bank Index Reg-G,0,2,4.15%,18.49,12.98,12.33,Rs.500.0,Swapnil P Mayekar,599.97,Other,Very High,12.124,11.519813960902155,2
motilal oswal mutual fund,Motilal Oswal Nifty Smallcap 250 Index Reg-G,0,2,7.85%,39.96,52.05,25.32,Rs.500.0,Swapnil P Mayekar,822.3,Other,Very High,32.948,33.089467395640035,1
invesco mutual fund,Invesco India Contra-G,5,3,7.13%,139.28,50.44,22.68,Rs.100.0,Taher Badshah,17817.05,Equity,High ,32.248000000000005,32.07634960116714,1
invesco mutual fund,Invesco India Focused Fund Reg-G,4,4,9.06%,28.89,68.45,23.58,Rs.500.0,Taher Badshah,3080.48,Equity,Moderately High ,40.812000000000005,39.47134024926811,1
invesco mutual fund,Invesco India Smallcap Reg-G,3,4,10.25%,42.82,60.19,27.78,Rs.500.0,Taher Badshah,5092.95,Equity,Very High ,39.188,41.30664155455675,1
sbi mutual fund,SBI Healthcare Opportunities-G,0,4,8.54%,421.68,50.36,21.48,Rs.500.0,Tanmaya Desai,3202.66,Equity,High ,32.736000000000004,32.9717601495928,1
edelweiss mutual fund,Edelweiss Large & Mid Cap Reg-G,3,3,6.67%,88.98,42.39,19.85,Rs.100.0,Trideep Bhattacharya,3655.14,Equity,Moderately High ,27.896,28.137836204878223,1
uti mutual fund,UTI Healthcare Reg-G,0,3,9.08%,289.35,56.86,19.27,Rs.500.0,V Srivatsa,1167.75,Equity,High ,33.452,33.26238264677748,1
uti mutual fund,UTI Large & Mid Cap Reg-G,3,4,6.20%,184.53,48.34,23.45,Rs.500.0,V Srivatsa,3931.11,Equity,High ,32.716,33.202568623468274,1
uti mutual fund,UTI Equity Savings Reg-G,3,4,1.72%,17.69,15.8,11.14,Rs.500.0,V Srivatsa,503.12,Hybrid,Moderate,14.776,14.668195020634462,0
uti mutual fund,UTI Aggressive Hybrid Reg-G,4,4,4.97%,407.4,33.89,18.51,Rs.500.0,V Srivatsa,6189.11,Hybrid,Very High,24.96,25.05480326445811,1
uti mutual fund,UTI Aggressive Hybrid Reg-G Canserve,0,4,4.97%,407.4,33.89,18.51,Rs.500.0,V Srivatsa,6189.11,Hybrid,Very High,24.96,25.05480326445811,1
franklin templeton mutual fund,Franklin India NSE Nifty 50 Index-G,2,2,5.06%,203.13,26.88,13.96,Rs.500.0,Varun Sharma,728.35,Other,Very High,18.336000000000002,18.253526350635607,2
quant mutual fund,Quant Infrastructure-G,4,4,1.77%,42.13,60.0,30.93,Rs.1000.0,Vasav Sahgal,3990.92,Equity,High ,40.372,43.00553344636865,1
quant mutual fund,Quant ELSS Tax Saver-G,5,5,3.47%,407.92,45.32,24.53,Rs.500.0,Vasav Sahgal,11124.71,Equity,Moderate ,32.94,33.15501654203079,1
hsbc mutual fund,HSBC Value-G,4,4,6.44%,111.78,48.58,25.6,Rs.500.0,Venugopal Manghat,13871.64,Equity,Very High,33.672000000000004,33.87343518684639,1
hsbc mutual fund,HSBC Small Cap-G,3,3,7.32%,89.66,44.76,28.03,Rs.500.0,Venugopal Manghat,16982.89,Equity,Very High ,32.116,32.623978356922926,1
hsbc mutual fund,HSBC Infrastructure-G,3,3,4.89%,51.3,53.68,31.34,Rs.500.0,Venugopal Manghat,2803.61,Equity,Very High,37.008,37.319031430162134,1
hsbc mutual fund,HSBC Flexi Cap-G,0,4,7.00%,225.4,45.88,21.45,Rs.500.0,Venugopal Manghat,5077.97,Equity,Moderate ,30.932000000000002,30.743708508008964,1
hsbc mutual fund,HSBC Midcap-G,3,3,7.04%,403.1,58.96,24.17,Rs.500.0,Vihang Naik,12021.31,Equity,High ,36.252,36.992446493809666,1
hdfc mutual fund,HDFC Money Market-G,4,3,0.59%,5380.44,7.51,6.15,Rs.100.0,Vikash Agarwal,28725.37,Debt,Low to Moderate,8.464,8.443933046466203,0
dsp mutual fund,DSP Equity & Bond-G,3,3,5.95%,352.14,31.35,13.85,Rs.100.0,Vikram Chopra,10322.86,Hybrid,Very High,21.080000000000002,20.777102705375928,2
dsp mutual fund,DSP Gilt-G,4,4,1.59%,91.17,10.5,6.4,Rs.100.0,Vikram Chopra,1211.45,Debt,Moderate,10.760000000000002,10.742570943072417,0
dsp mutual fund,DSP Strategic Bond Reg-G,4,3,1.57%,3209.6,9.95,6.21,Rs.100.0,Vikram Chopra,1502.67,Debt,Moderate,9.464,9.545554976084583,0
dsp mutual fund,DSP Regular Savings Reg-G,3,3,1.94%,55.8,15.36,8.23,Rs.100.0,Vikram Chopra,178.41,Hybrid,Moderately High,12.436,12.473463590677564,0
dsp mutual fund,DSP Banking & PSU Debt Reg-G,4,3,1.02%,22.63,8.42,5.65,Rs.100.0,Vikram Chopra,2533.14,Debt,Moderate,8.628,8.646647478181563,0
nippon india mutual fund,Nippon India Multi Asset Allocation Reg-G,0,3,3.20%,20.33,31.48,16.21,Rs.100.0,Vikram Dhawan,4095.21,Hybrid,Moderate ,22.076,22.049913377129517,1
baroda bnp paribas mutual fund,Baroda BNP Paribas Arbitrage Reg-G,0,3,0.60%,15.28,7.68,5.82,Rs.500.0,Vikram Pamnani,1301.1,Hybrid,Low,8.4,8.329533564172747,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Overnight Reg-G,0,4,0.54%,1291.08,6.72,5.62,Rs.500.0,Vikram Pamnani,816.43,Debt,Low,8.936,8.966403029004912,0
union mutual fund,Union Midcap Reg-G,2,2,5.89%,48.89,43.67,21.28,Rs.500.0,Vinay Paharia,1406.99,Equity,High ,27.98,28.44690352527603,1
union mutual fund,Union Small Cap Reg-G,2,2,6.98%,51.49,35.14,22.12,Rs.500.0,Vinay Paharia,1632.44,Equity,Very High ,24.904000000000003,24.95349098083224,1
union mutual fund,Union Flexi Cap-G,0,4,5.56%,52.01,32.44,15.74,Rs.500.0,Vinay Paharia,2306.94,Equity,Very High,23.272,23.677481265287536,1
union mutual fund,Union Value Reg-G,3,3,5.10%,28.85,37.97,20.75,Rs.500.0,Vinay Paharia,292.89,Equity,High ,26.488,26.389300846047828,1
union mutual fund,Union Largecap Reg-G,2,3,4.99%,24.19,28.06,13.68,Rs.500.0,Vinay Paharia,421.9,Equity,Very High,19.696,19.761004752915255,2
union mutual fund,Union Focused Reg-G,3,3,4.99%,25.87,26.13,13.09,Rs.500.0,Vinay Paharia,426.55,Equity,Very High,18.688000000000002,18.812995872542988,2
union mutual fund,Union Large & Midcap Reg-G,2,3,5.79%,26.32,34.08,17.06,Rs.500.0,Vinay Paharia,860.15,Equity,High ,23.456,23.38245884523466,1
union mutual fund,Union ELSS Tax Saver-G,2,4,6.39%,66.81,34.1,17.42,Rs.500.0,Vinay Paharia,969.01,Equity,Moderate ,24.608,24.77186537635667,1
nippon india mutual fund,Nippon India Banking & Financial Services,3,4,6.91%,589.88,25.39,18.62,Rs.100.0,Vinay Sharma,6138.44,Equity,Very High,21.604,21.065826487159654,1
nippon india mutual fund,Nippon India Focused Equity-G,3,3,5.65%,123.83,30.52,17.98,Rs.100.0,Vinay Sharma,8887.35,Equity,Moderately High ,22.4,22.429749928138857,1
dsp mutual fund,DSP Small Cap Reg-G,3,2,6.76%,205.45,42.66,26.06,Rs.100.0,Vinit Sambre,16571.97,Equity,Very High ,29.488,29.733883458517777,1
